"									     Title", Technology Broad Category, Technology Mid-Type, Technology Sub-Type,Status,Description,Rated Power,Latitude,Longitude,Image,Service / Use Cases,City,State,Country,Announced, Commissioned, Constructed, Decommissioned,isoRto,Utility,Utility Type,Grid Interconnection,Paired Grid Resource,Developer,Projected Project Lifetime (Years),Performance, Capital Expenditure,Operating Expense,Research Institution,Research Description,Last Updated,Black Start,Demand Response,Distribution upgrade due to solar,Distribution upgrade due to wind,Electric Bill Management,Electric Bill Management with Renewables,Electric Energy Time Shift,Electric Supply Capacity,Electric Supply Reserve Capacity - Non-Spinning,Electric Supply Reserve Capacity - Spinning,Frequency Regulation,Grid-Connected Commercial (Reliability & Quality),Grid-Connected Residential (Reliability),Load Following (Tertiary Balancing),Microgrid Capability,On-Site Power,Onsite Renewable Generation Shifting,Ramping,Renewables Capacity Firming,Renewables Energy Time Shift,Resiliency,Stationary Transmission/Distribution Upgrade Deferral,Transmission Congestion Relief,Transmission Support,Transmission upgrades due to solar,Transmission upgrades due to wind,Transportable Transmission/Distribution Upgrade Deferral,Transportation Services,Voltage Support
Green Charge Networks GreenStation Announced 15,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Announced,"Green Charge Networks installed an intelligent energy storage system.  Under the financed model, Green Charge Networks shares in the demand charge savings that the site host realizes monthly on their energy bills.   Green Charge Networks is aggregating these locations to participate in demand response programs.  The financing structure provides the site host with a zero-down, no cost turnkey energy storage solution with cost-savings and revenue-generating opportunities.",200,34,0,,"Electric Bill Management, ",Ventura,California,United States,DD.01.YYYY,,,,CAISO,Southern California Edison (SCE),Investor Owned,Secondary Distribution,,Green Charge Networks,10,N/A,0,0,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Green Charge Networks GreenStation Announced 16,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Announced,"Green Charge Networks installed an intelligent energy storage system.  Under the financed model, Green Charge Networks shares in the demand charge savings that the site host realizes monthly on their energy bills.   Green Charge Networks is aggregating these locations to participate in demand response programs.  The financing structure provides the site host with a zero-down, no cost turnkey energy storage solution with cost-savings and revenue-generating opportunities.",200,34,0,,"Electric Bill Management, ",Oxnard,California,United States,DD.01.YYYY,,,,CAISO,Southern California Edison (SCE),Investor Owned,Secondary Distribution,,Green Charge Networks,10,N/A,0,0,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Green Charge Networks GreenStation Announced 17,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Announced,"Green Charge Networks installed an intelligent energy storage system.  Under the financed model, Green Charge Networks shares in the demand charge savings that the site host realizes monthly on their energy bills.   Green Charge Networks is aggregating these locations to participate in demand response programs.  The financing structure provides the site host with a zero-down, no cost turnkey energy storage solution with cost-savings and revenue-generating opportunities.",400,34,0,,"Electric Bill Management, ",Moorpark,California,United States,DD.01.YYYY,,,,CAISO,Southern California Edison (SCE),Investor Owned,Secondary Distribution,,Green Charge Networks,10,N/A,0,0,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Green Charge Networks GreenStation Announced 18,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Announced,"Green Charge Networks installed an intelligent energy storage system.  Under the financed model, Green Charge Networks shares in the demand charge savings that the site host realizes monthly on their energy bills.   Green Charge Networks is aggregating these locations to participate in demand response programs.  The financing structure provides the site host with a zero-down, no cost turnkey energy storage solution with cost-savings and revenue-generating opportunities.",90,32.7156372,-117.17,,"Electric Bill Management, ",San Diego,California,United States,27.01.2015,,,,CAISO,San Diego Gas &amp;amp; Electric (SDG&amp;amp;E),Investor Owned,Secondary Distribution,,Green Charge Networks,10,N/A,0,0,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GridSolar Boothbay Pilot Project: Thermal Storage (Peak Shaving),Thermal Storage,Ice Thermal Storage,Ice Thermal Storage,Operational,GridSolar has contracted Ice Energy to implement 29 Ice Bear units of varying capacity and output to perform peak shaving services. They will run during the day to offset load and charge overnight.,221,44,0,,"Electric Bill Management, Transmission Support, Electric Energy Time Shift, Stationary Transmission/Distribution Upgrade Deferral, ",Boothbay,Maine,United States,04.12.2013,04.04.2014,,,ISO-NE,Central Maine Power,Investor Owned,Transmission,,Ice Energy,0,"43,715 kWh",0,0,,,DD.21.YYYY 15:21:57,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
GridSolar Boothbay Pilot Project: Thermal Storage (Demand Response),Thermal Storage,Ice Thermal Storage,Ice Thermal Storage,Operational,GridSolar has contracted Ice Energy to implement 5 Ice Bear units of varying capacity and output to use as active demand response resources to displace load.,29,44,0,,"Electric Bill Management, Transmission Support, Electric Energy Time Shift, Stationary Transmission/Distribution Upgrade Deferral, ",Boothbay,Maine,United States,,09.06.2014,,,ISO-NE,Central Maine Power,Investor Owned,Transmission,,Ice Energy,0,70 kWh,0,0,,,DD.18.YYYY 15:18:37,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"BAI Broadcast Tower, Muswellbrook, Australia",Electro-chemical,Lead-acid Battery,Valve Regulated Lead-acid Battery,Operational,"Photon Energy Australia has taken a broadcast antenna off the grid with a solar storage system. The 39 kWp solar array produces energy to power 216 kWh of solar batteries, which provide the two broadcast antennas in Muswellbrook, Australia, with solar energy 24/7.  This project was partly funded by the German Energy Agency (dena) and built using mainly components Made in Germany. The solar panels are installed at a slightly higher angle to maximise yield in the winter months.  The batteries are housed in a tempered technology container.",14,-32,0,,"Electric Bill Management with Renewables, Electric Supply Capacity, On-Site Power, Onsite Renewable Generation Shifting, Resiliency, ",Muswellbrook,New South Wales,Australia,07.11.2014,07.11.2014,01.10.2014,,N/A,,Investor Owned,,PV,Photon Energy,20,,0,0,,,DD.39.YYYY 15:39:25,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Qinous Demonstrator Site - Lithium-Ion ,Electro-chemical,Lithium-ion Battery,Lithium Manganese Oxide Battery,Operational,"Qinous Mini Grid Demonstrator including: Simulator for Load &amp;amp; PV/Wind (100kW each), 150kW Diesel Genset, 100kW/112kWh Lithium Ion Energy Storage Solution incl. Site-Controller, 30kW/80kWh Aqueous Hybrid Ion Battery.",100,52,0,,"Microgrid Capability, ",Berlin,Berlin,Germany,,31.08.2014,30.07.2014,,N/A,,,,,,0,,0,0,,,DD.34.YYYY 23:34:05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EEBatt - Energy Neighbor Pilot Project,Electro-chemical,Lithium-ion Battery,Lithium Iron Phosphate Battery,Operational,The Research Project EEBatt “Distributed stationary battery storage systems for the efficient use of renewable energies and support of grid stability” is a multidisciplinary project run by the TUM’s Munich School of Engineering (MSE).,249,47,0,,"Electric Energy Time Shift, Grid-Connected Commercial (Reliability &amp; Quality), Grid-Connected Residential (Reliability), Microgrid Capability, Onsite Renewable Generation Shifting, ",Eastern,Bavaria,Germany,01.01.2013,19.10.2015,01.09.2015,,N/A,,,Secondary Distribution,10-kV substation &amp; 290 kW PV Systems,Technical Universitiy of Munich,4,,0,0,Bavarian Center for Applied Energy Research (ZAE Bayern),"ZAE Bayern works on the interface between evidence-based fundamental and applied- industrial research. Every year the institute performs a great number of projects with the industry, from SME to large groups, as well as with university and non-university research partners. The most important themes of research at ZAE Bayern are to encourage the use of renewable energy and increasing the energy efficiency.",DD.20.YYYY 01:20:29,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IHEM - Intelligent HomeEnergyManagement,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"In the compound project the use of stationary energy systems in intelligent home energy management systems is being researched, developed and evaluated. Possible synergies of the thermal and electrical object supply are utilized with the support of predicative operating strategies. The system contains distributed generation and consumption for the energy supply of residential homes such as photovoltaics, energy storage systems, solar thermal units, heating units, cogeneration units, heat storage systems and control units at the system systems level. The objective is an efficient operation of the considered system with a maximum utilization of renewable energies under consideration of reasonable business models. The part of TUM focuses on the battery system and includes, among others: •	Development of operating strategies for the battery system •	System simulation and design of the battery system •	Lifetime tests on single battery cells •	Construction of a prototypical battery system and deployment in a demonstrator system",3,48.1440989,11.57,,"Grid-Connected Residential (Reliability), Microgrid Capability, Onsite Renewable Generation Shifting, ",Munich,Bavaria,Germany,01.07.2014,,,,N/A,,,,,,20,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
County of Santa Barbara Green Charge Networks GreenStation,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"Green Charge Networks installed an intelligent energy storage system with a DC Fast Charger (electric vehicles).  Under the financed model, Green Charge Networks shares in the demand charge savings that the site host realizes monthly on their energy bills.  The model provides the site host with a zero-down, no cost turnkey energy storage and EV charging solution.  Green Charge Networks is aggregating these locations to participate in demand response programs.",30,34,0,,"Electric Bill Management, ",Santa Barbara,California,United States,27.01.2015,,,,CAISO,Southern California Edison (SCE),Investor Owned,Secondary Distribution,,Green Charge Networks,10,N/A,0,0,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oak Park USD - Brookside Elementary School Green Charge Networks GreenStation,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"Green Charge Networks installed an intelligent energy storage system with a DC Fast Charger (electric vehicles).  Under the financed model, Green Charge Networks shares in the demand charge savings that the site host realizes monthly on their energy bills.  The model provides the site host with a zero-down, no cost turnkey energy storage and EV charging solution.  Green Charge Networks is aggregating these locations to participate in demand response programs.",60,34.1726298,-118.76,,"Electric Bill Management, ",Oak Park,California,United States,27.01.2015,,,,CAISO,Southern California Edison (SCE),Investor Owned,Secondary Distribution,,Green Charge Networks,10,N/A,0,0,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California Fresh Market Green Charge Networks GreenStation,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"Green Charge Networks installed an intelligent energy storage system with a DC Fast Charger (electric vehicles).  Under the financed model, Green Charge Networks shares in the demand charge savings that the site host realizes monthly on their energy bills.  The model provides the site host with a zero-down, no cost turnkey energy storage and EV charging solution.  Green Charge Networks is aggregating these locations to participate in demand response programs.",30,35,0,,"Electric Bill Management, ",Solvang,California,United States,27.01.2015,,,,CAISO,Pacific Gas &amp;amp; Electric (PG&amp;amp;E),Investor Owned,Secondary Distribution,,Green Charge Networks,10,N/A,0,0,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MVLA High School District - Los Altos HS,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"Green Charge Networks installed an intelligent energy storage system with a DC Fast Charger (electric vehicles).  Under the financed model, Green Charge Networks shares in the demand charge savings that the site host realizes monthly on their energy bills.  The model provides the site host with a zero-down, no cost turnkey energy storage and EV charging solution.  Green Charge Networks is aggregating these locations to participate in demand response programs.",200,37,0,,"Demand Response, Electric Bill Management, ",Los Altos,California,United States,27.01.2015,,,,CAISO,Pacific Gas &amp;amp; Electric (PG&amp;amp;E),Investor Owned,Secondary Distribution,,Green Charge Networks,10,N/A,0,0,,,DD.13.YYYY 18:13:20,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaiser Permanente San Rafael Green Charge Networks GreenStation,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"Green Charge Networks installed an intelligent energy storage system with a DC Fast Charger (electric vehicles).  Under the financed model, Green Charge Networks shares in the demand charge savings that the site host realizes monthly on their energy bills.  The model provides the site host with a zero-down, no cost turnkey energy storage and EV charging solution.  Green Charge Networks is aggregating these locations to participate in demand response programs.",30,38,0,,"Electric Bill Management, ",San Rafael,California,United States,27.01.2015,,,,CAISO,Pacific Gas &amp;amp; Electric (PG&amp;amp;E),Investor Owned,Secondary Distribution,,Green Charge Networks,10,N/A,0,0,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Green Charge Networks GreenStation Announced 1,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Announced,"Green Charge Networks installed an intelligent energy storage system.  Under the financed model, Green Charge Networks shares in the demand charge savings that the site host realizes monthly on their energy bills.   Green Charge Networks is aggregating these locations to participate in demand response programs.  The financing structure provides the site host with a zero-down, no cost turnkey energy storage solution with cost-savings and revenue-generating opportunities.",120,37,0,,"Electric Bill Management, ",Fresno,California,United States,DD.01.YYYY,,,,CAISO,Pacific Gas &amp;amp; Electric (PG&amp;amp;E),Investor Owned,Secondary Distribution,,Green Charge Networks,10,N/A,0,0,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Green Charge Networks GreenStation Announced 2,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Announced,"Green Charge Networks installed an intelligent energy storage system.  Under the financed model, Green Charge Networks shares in the demand charge savings that the site host realizes monthly on their energy bills.   Green Charge Networks is aggregating these locations to participate in demand response programs.  The financing structure provides the site host with a zero-down, no cost turnkey energy storage solution with cost-savings and revenue-generating opportunities.",60,37,0,,"Electric Bill Management, ",Fresno,California,United States,DD.01.YYYY,,,,CAISO,Pacific Gas &amp;amp; Electric (PG&amp;amp;E),Investor Owned,Secondary Distribution,,Green Charge Networks,10,N/A,0,0,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Green Charge Networks GreenStation Announced 3,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Announced,"Green Charge Networks installed an intelligent energy storage system.  Under the financed model, Green Charge Networks shares in the demand charge savings that the site host realizes monthly on their energy bills.   Green Charge Networks is aggregating these locations to participate in demand response programs.  The financing structure provides the site host with a zero-down, no cost turnkey energy storage solution with cost-savings and revenue-generating opportunities.",60,37,0,,"Electric Bill Management, ",Fresno,California,United States,DD.01.YYYY,,,,CAISO,Pacific Gas &amp;amp; Electric (PG&amp;amp;E),Investor Owned,Secondary Distribution,,Green Charge Networks,10,N/A,0,0,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Green Charge Networks GreenStation Announced 4,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Announced,"Green Charge Networks installed an intelligent energy storage system.  Under the financed model, Green Charge Networks shares in the demand charge savings that the site host realizes monthly on their energy bills.   Green Charge Networks is aggregating these locations to participate in demand response programs.  The financing structure provides the site host with a zero-down, no cost turnkey energy storage solution with cost-savings and revenue-generating opportunities.",60,37,0,,"Electric Bill Management, ",Fresno,California,United States,DD.01.YYYY,,,,CAISO,Pacific Gas &amp;amp; Electric (PG&amp;amp;E),Investor Owned,Secondary Distribution,,Green Charge Networks,10,N/A,0,0,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Younicos and Vattenfall Project: Lithium Ion,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"In a joint pilot project, Younicos and Vattenfall have commissioned the first large-scale battery to be integrated in the European electricity balancing market. Since the end of 2012, a 1 megawatt sodium-sulfur battery based at the Younicos headquarters in Berlin-Adlershof successfully balances short-term fluctuations in the power grid. This is the first time a battery is employed in maintaining the mains power frequency of the transmission system operator 50 Hertz Transmission GmbH.  The hybrid battery consists of a 1 MW/6 MWh sodium sulfur unit and 200 kW/200 kWh lithium-ion unit.",200,52.42726,13.55,,"Frequency Regulation, ",Berlin,Berlin,Germany,,01.12.2012,,,N/A,Vattenfall,Federally Owned,Secondary Distribution,,Younicos,20,N/A,0,0,,,DD.16.YYYY 00:16:08,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Korea Electrotechnology Research Institute 250 kW,Electro-chemical,Lithium-ion Battery,Lithium Polymer Battery,Operational,"This is a part of a project of &quot;Research on Demand Response with Public Institution Demonstration Program.&quot; The system is composed of 250 kW / 426 kWh ESS with EMS.  In order to reduce the national peak demand of electricity, the main concept of the PEAK SHAVING has to be smarter. This project focuses on the customers and demand management under government&#039;s control interactively.  The system allows the customers to shave their peak and additionally to move their peak, thus managing their demand by using an EMS. The EMS interacts with the national server and reports the real-time-status of institutes&#039; energy via ethernet. ICT technology has combined with the EMS and anticipates customer&#039;s peak usages and does the electrical bill management by reducing and moving its peak. Once this algorithm and the system has set to be standard in a year and is accepted by government, the system will be adapted nationwide for public institutions and other customers.",250,35,0,,"Electric Bill Management, ",Changwon,Gyeongnam,"Korea, South",,22.02.2014,,,N/A,,Public Owned,,,SmartGrid.or.kr,0,N/A,0,0,,,DD.39.YYYY 13:39:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MID Primus Power Wind Energy Storage Demonstration - Renewables Firming,Electro-chemical,Flow Battery,Zinc Bromine Flow Battery,Operational,Primus Power is deploying a 250 kW / 1 MWh Zinc Bromide Redox Flow Battery for a renewable integration project with the Modesto Irrigation District.,250,38,0,,"Renewables Energy Time Shift, ",Modesto,California,United States,01.08.2014,,,,BANC,Modesto Irrigation District,Public Owned,Secondary Distribution,Grid,,0,N/A,0,0,,,DD.44.YYYY 01:44:21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Utsira Wind Power &amp; Hydrogen Plant,Hydrogen Storage,Hydrogen Storage,Hydrogen Storage,De-Commissioned,"In 2004 Statoil ASA and Enercon jointly developed a wind to hydrogen project on Utsira Island, Norway.   The 4 year demonstration combined a 600 kW wind turbine with the following: - 5 kWh flywheel - 100 kVA master synchronous machine - 10 Nm3/h electrolyser w/ 48 kW peak load - 5 kW compressor - 2,400 Nm3, 200 bar hydrogen storage pressure vessel  To generate power from the hydrogen, a 55 kW MAN hydrogen internal combustion engine and a 10 kW IRD Fuel Cell were installed.",65,59.308129,4.88,,"Onsite Renewable Generation Shifting, Renewables Capacity Firming, Electric Supply Capacity, ",Utsira,Rogaland,Norway,01.01.2002,01.07.2004,01.06.2003,01.01.2008,N/A,,,,600 kW Wind,,0,,0,0,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Terna Grid Defense Plan Phase II (1),Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Announced,The project goal is to increase the security of electricity systems in Sicily and Sardinia with the installation of storage systems for a total 40 MW capacity.,20000,37.5999938,14.02,,"Frequency Regulation, Transmission upgrades due to wind, Transmission Support, Voltage Support, ",Codrongianos and Casuzze,Sardinia and Sicily,Italy,02.10.2012,,,,N/A,Terna,Investor Owned,Transmission,,,12,N/A,0,0,,,DD.30.YYYY 14:30:08,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
Terna Grid Defense Plan Phase II (2),Electro-chemical,Sodium based Battery,Sodium-nickel-chloride Battery,Announced,The project goal is to increase the security of electricity systems in Sicily and Sardinia with the installation of storage systems for a total 40 MW capacity.,4000,37.5999938,14.02,,"Frequency Regulation, Transmission upgrades due to wind, Transmission Support, Voltage Support, Black Start, ",Codrongianos and Casuzze,Sardinia and Sicily,Italy,02.10.2012,,,,N/A,Terna,Investor Owned,Transmission,,,12,N/A,0,0,,,DD.01.YYYY 21:01:20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
"Terna Storage Lab 1, Sardinia (8)",Electro-chemical,Flow Battery,Vanadium Redox Flow Battery,Announced,"The project goal is to increase the security of electricity systems in Sicily and Sardinia with the installation of storage systems for a total 40 MW capacity. The project is divided into two phases. Phase 1, called “Storage Lab”, plans the installation of two multi-technology power plants (different storage technologies and at least 8 different commercial products) for a total 16 MW in Sicily and Sardinia. Based on the results of phase 1, additional 24 MW will be installed with the use of the most promising technologies. The Storage Lab batteries will be supplied by Italian and foreign companies. Storage Lab will not only support for the safe management of the electricity grid, but also host activities to develop Smart Grid applications. Italian and foreign universities and research centers will be part of such challenging activities.",1000,41,0,,"Frequency Regulation, Transmission upgrades due to wind, Transmission Support, Voltage Support, Black Start, ",Codrongianos,Sardinia,Italy,02.10.2012,,,,N/A,Terna,Investor Owned,Transmission,,,12,N/A,0,0,,,DD.52.YYYY 16:52:30,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
"Terna Storage Lab 1, Sardinia (9)",Electro-chemical,Electro-chemical Capacitor,Electro-chemical Capacitor,Announced,"The project goal is to increase the security of electricity systems in Sicily and Sardinia with the installation of storage systems for a total 40 MW capacity. The project is divided into two phases. Phase 1, called “Storage Lab”, plans the installation of two multi-technology power plants (different storage technologies and at least 8 different commercial products) for a total 16 MW in Sicily and Sardinia. Based on the results of phase 1, additional 24 MW will be installed with the use of the most promising technologies. The Storage Lab batteries will be supplied by Italian and foreign companies. Storage Lab will not only support for the safe management of the electricity grid, but also host activities to develop Smart Grid applications. Italian and foreign universities and research centers will be part of such challenging activities.",1000,41,0,,"Frequency Regulation, Transmission upgrades due to wind, Transmission Support, Voltage Support, ",Codrongianos,Sardinia,Italy,02.10.2012,,,,N/A,Terna,Investor Owned,Transmission,,,12,N/A,0,0,,,DD.51.YYYY 16:51:59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
"Terna Storage Lab 2, Sicily (2)",Electro-chemical,Lithium-ion Battery,Lithium Nickel Cobalt Aluminum Battery,Operational,"The project goal is to increase the security of electricity systems in Sicily and Sardinia with the installation of storage systems for a total 40 MW capacity. The project is divided into two phases. Phase 1, called “Storage Lab”, plans the installation of two multi-technology power plants (different storage technologies and at least 8 different commercial products) for a total 16 MW in Sicily and Sardinia. Based on the results of phase 1, additional 24 MW will be installed with the use of the most promising technologies. The Storage Lab batteries will be supplied by Italian and foreign companies. Storage Lab will not only support for the safe management of the electricity grid, but also host activities to develop Smart Grid applications. Italian and foreign universities and research centers will be part of such challenging activities.",900,38,0,,"Frequency Regulation, Electric Supply Reserve Capacity - Spinning, Voltage Support, Transmission Support, Black Start, ",Ciminna,Sicily,Italy,02.10.2012,01.02.2015,23.05.2014,,N/A,Terna S.p.A.,Investor Owned,Transmission,,,12,N/A,0,0,,,DD.49.YYYY 16:49:20,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Terna Storage Lab 2, Sicily (6)",Electro-chemical,Flow Battery,Vanadium Redox Flow Battery,Announced,"The project goal is to increase the security of electricity systems in Sicily and Sardinia with the installation of storage systems for a total 40 MW capacity. The project is divided into two phases. Phase 1, called “Storage Lab”, plans the installation of two multi-technology power plants (different storage technologies and at least 8 different commercial products) for a total 16 MW in Sicily and Sardinia. Based on the results of phase 1, additional 24 MW will be installed with the use of the most promising technologies. The Storage Lab batteries will be supplied by Italian and foreign companies. Storage Lab will not only support for the safe management of the electricity grid, but also host activities to develop Smart Grid applications. Italian and foreign universities and research centers will be part of such challenging activities.",500,38,0,,"Frequency Regulation, Transmission upgrades due to wind, Transmission Support, Voltage Support, Black Start, ",Ciminna,Sicily,Italy,02.10.2012,,,,N/A,Terna,Investor Owned,Transmission,,,12,N/A,0,0,,,DD.47.YYYY 16:47:27,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
"Terna Storage Lab 2, Sicily (7)",Electro-chemical,Electro-chemical Capacitor,Electro-chemical Capacitor,Announced,"The project goal is to increase the security of electricity systems in Sicily and Sardinia with the installation of storage systems for a total 40 MW capacity. The project is divided into two phases. Phase 1, called “Storage Lab”, plans the installation of two multi-technology power plants (different storage technologies and at least 8 different commercial products) for a total 16 MW in Sicily and Sardinia. Based on the results of phase 1, additional 24 MW will be installed with the use of the most promising technologies. The Storage Lab batteries will be supplied by Italian and foreign companies. Storage Lab will not only support for the safe management of the electricity grid, but also host activities to develop Smart Grid applications. Italian and foreign universities and research centers will be part of such challenging activities.",920,38,0,,"Frequency Regulation, Transmission upgrades due to wind, Transmission Support, Voltage Support, ",Ciminna,Sicily,Italy,02.10.2012,,,,N/A,Terna,Investor Owned,Transmission,,,12,N/A,0,0,,,DD.47.YYYY 16:47:35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
BlueSky Energy Microgrid ViZn Z20,Electro-chemical,Flow Battery,Zinc Iron Flow Battery,Operational,"BlueSky Energy, a research and manufacturing firm specializing in delivering large scale turnkey energy storage projects, incorporated ViZn Energy Systems, Inc.’s Z20 Zinc Redox Flow Batteries into one of its European economic renewal projects in late 2013. With the ViZn Z20 battery, BlueSky maximizes the solar reserves of a developing Austrian community by inexpensively cutting the waste that plagues traditional energy systems.",64,48,0,,"Renewables Capacity Firming, Onsite Renewable Generation Shifting, ",Frankenburg,Austria,Austria,05.11.2013,,,,N/A,,,,,BlueSky Energy,0,,0,0,,,DD.36.YYYY 21:36:43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Silver Creek Pumped Storage Project,Pumped Hydro Storage,Closed-loop Pumped Hydro Storage,Closed-loop Pumped Hydro Storage,Announced,300MW Closed-Loop Pumped Storage Scheme developed by and through the integration of Anthracite coal surface mining and reclamation and rockfill dam construction. The lower reservoir will be be created by what remains of a large coal surface mining. The upper reservoir&#039;s dam/dike will be constructed of the rock and earth by-product of surface mining (overburden). Recovery of +4million tons of Anthracite Coal will help subsidize project costs.,300000,40.7564536,-76.13,,"Renewables Energy Time Shift, Renewables Capacity Firming, Frequency Regulation, Electric Energy Time Shift, Electric Supply Capacity, ",Blythe Township,Pennsylvania,United States,15.05.2012,,,,PJM,,Investor Owned,Transmission,,,50,N/A,300000000,0,,,,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
